RI,Na,Mg,Al,Si,K,Ca,Ba,Fe,Class
1.51837126,13.1373,2.84217,1.27868,72.8508,0.55269,9.06688,0.0,0.0,negative
1.5215149,13.05085,3.65037,0.87101,72.218,0.19251,9.85236,0.0,0.0867,negative
1.51595658,12.7915,3.60996,1.61894,72.9684,0.63963,8.0662,0.0,0.1326,negative
1.51734616,13.0176,3.53812,1.68956,72.7276,0.54027,8.4428,0.0,0.0357,negative
1.5177562,12.85135,3.47975,1.23053,72.9684,0.60858,8.56116,0.09135,0.1122,negative
1.51777898,13.21045,3.38995,1.33004,72.7612,0.58995,8.59344,0.0,0.0,negative
1.51755118,13.4831,3.74017,1.16954,72.9908,0.58995,8.03392,0.0,0.0,negative
1.5215149,13.05085,3.65037,0.87101,72.3188,0.19251,9.85236,0.0,0.0867,negative
1.51743728,13.2969,3.60098,1.14065,73.0916,0.57753,8.1738,0.0,0.0,negative
1.515706,12.71835,3.46179,1.56116,73.198,0.67068,8.08772,0.0,0.1224,negative
1.51720948,12.8713,3.47975,1.33004,73.0412,0.5589,8.43204,0.0,0.0,negative
1.51910022,13.88875,3.52914,1.32041,71.8092,0.50922,8.77636,0.11025,0.0,negative
1.51869018,13.1905,3.37199,1.17917,72.722,0.57132,8.83016,0.0,0.0816,negative
1.52171992,13.5097,3.8614,0.88064,71.7924,0.22977,9.54032,0.0,0.0561,negative
1.51755118,12.99765,3.60098,1.35893,72.9908,0.57132,8.39976,0.0,0.0561,negative
1.51761952,12.81145,3.53812,1.23053,73.2372,0.57753,8.389,0.0,0.0,negative
1.51784732,13.7745,3.48873,1.27868,72.862,0.60237,8.48584,0.0,0.0,negative
1.5175284,12.57205,3.47077,1.3814,73.3884,0.60237,8.5504,0.0,0.0306,negative
1.5178701,12.73165,3.43036,1.1888,72.9516,0.621,8.75484,0.0,0.153,negative
1.52320062,13.7225,3.72221,0.51149,71.7476,0.08694,10.568,0.0,0.0816,negative
1.5229956,13.3102,3.57853,0.81965,71.9884,0.11799,10.17516,0.0,0.0153,negative
1.52101374,13.6427,4.49,1.09892,71.7812,0.0621,8.75484,0.0,0.0,negative
1.51750562,12.8181,3.55159,1.49054,72.75,0.54027,8.51812,0.0,0.0969,negative
1.52212996,14.20795,3.82099,0.46976,71.77,0.11178,9.5726,0.0,0.0,negative
1.52666318,13.9885,3.69976,0.71051,71.5684,0.01863,9.82008,0.0,0.051,negative
1.51925968,13.19715,3.33158,1.27868,72.358,0.60237,9.1422,0.0,0.0561,negative
1.52171992,13.4831,3.74017,0.8999,72.0108,0.18009,9.60488,0.0,0.0357,negative
1.51618438,13.52965,3.55159,1.53869,72.9908,0.39123,7.77568,0.0,0.0,negative
1.51761952,12.61195,3.592,1.31078,73.2876,0.57753,8.4966,0.0,0.0,negative
1.51768786,12.55875,3.52016,1.42955,73.1476,0.57132,8.53964,0.0,0.0,negative
1.51796122,12.7383,3.47975,1.3493,72.9572,0.63963,8.67952,0.0,0.0,negative
1.51807512,13.4299,2.86911,1.1888,72.8396,0.55269,9.0346,0.0,0.0,negative
1.5215149,13.11735,3.57853,0.8999,72.2012,0.22977,9.82008,0.0,0.0816,negative
1.5174145,13.2703,3.61894,1.24016,73.0804,0.55269,8.0662,0.0,0.0,negative
1.51748284,12.858,3.56057,1.26905,73.2092,0.54027,8.37824,0.0,0.0867,negative
1.51736894,12.7782,3.61894,1.29152,72.7892,0.58995,8.70104,0.0,0.0,negative
1.51768786,12.65185,3.56057,1.30115,73.0804,0.60858,8.69028,0.0,0.0714,negative
1.51755118,12.7117,3.42138,1.19843,73.198,0.58995,8.63648,0.0,0.0,negative
1.51768786,12.45235,2.71196,1.29152,73.702,0.5589,9.05612,0.0,0.1224,negative
1.51905466,13.6028,3.61894,1.10855,72.638,0.14283,8.75484,0.0,0.0,negative
1.51766508,13.21045,3.69078,1.29152,72.61,0.57132,8.21684,0.0,0.0,negative
1.51566044,13.29025,3.44832,1.21127,72.7388,0.5589,8.57192,0.0,0.0,negative
1.52226664,14.16805,3.81201,0.78113,71.35,0.0,9.69096,0.0,0.0,negative
1.51966972,14.7732,3.74915,0.29,72.022,0.03105,9.00232,0.0,0.0,negative
1.51777898,13.21045,2.81074,1.29152,72.9796,0.50922,9.02384,0.0,0.459,negative
1.5219705,14.3609,3.84793,0.89027,71.3612,0.14904,9.15296,0.0,0.0,negative
1.5190091,13.48975,3.47975,1.3493,71.9492,0.55269,9.00232,0.0,0.0,negative
1.51645774,13.40995,3.55159,1.24979,72.8116,0.6831,8.09848,0.0,0.0,negative
1.51629828,12.7117,3.33158,1.49054,73.282,0.67068,8.23836,0.0,0.0,negative
1.52725546,13.8023,3.15198,0.65915,70.5716,0.08073,11.63852,0.0,0.0,negative
1.51891798,13.46315,3.82997,1.25942,72.5484,0.57132,8.20608,0.0,0.0714,negative
1.51871296,12.93115,3.65935,1.56116,72.5092,0.57753,8.5504,0.0,0.0612,negative
1.52176548,13.7491,1.01025,1.35893,72.19,0.32913,11.14356,0.0,0.0,negative
1.5162755,12.99765,3.57853,1.53869,72.8284,0.60858,8.04468,0.0,0.0,negative
1.51618438,13.01095,3.5022,1.48091,72.89,0.60237,8.12,0.0,0.0,negative
1.5160477,12.8979,3.43934,1.44881,73.58,0.44091,8.27064,0.0,0.0,negative
1.5170728,13.7225,3.6818,1.81154,72.0612,0.63963,7.88328,0.0,0.0,negative
1.51666276,12.9378,3.60996,1.25942,72.75,0.5589,8.6042,0.0,0.0,negative
1.52613924,13.70255,0.0,1.35893,71.238,0.19251,13.43544,0.0,0.051,negative
1.51689056,13.33015,3.53812,1.60931,72.5428,0.6831,8.10924,0.0,0.0,negative
1.51645774,13.4432,3.60996,1.53869,72.3916,0.65826,8.03392,0.0,0.0,negative
1.5159338,13.25035,3.44832,1.42955,73.17,0.60858,7.86176,0.0,0.0,negative
1.51743728,12.19965,3.25076,1.15991,73.5508,0.621,8.89472,0.0,0.1224,negative
1.52474966,11.4482,0.0,1.87895,72.19,0.8073,13.24176,0.0,0.1734,negative
1.51828014,13.23705,3.90181,1.41029,72.33,0.55269,8.31368,0.0,0.051,negative
1.51789288,13.1905,3.90181,1.30115,72.33,0.55269,8.4428,0.0,0.1428,negative
1.51839404,12.85135,3.66833,1.24016,72.5708,0.621,8.67952,0.0,0.1785,negative
1.5159338,13.09075,3.592,1.51943,73.0972,0.67068,7.82948,0.0,0.0,negative
1.5159338,13.09075,3.52016,1.55153,72.8676,0.6831,8.04468,0.0,0.459,negative
1.51588824,13.11735,3.40791,1.58042,73.2596,0.06831,8.389,0.0,0.0969,negative
1.51818902,12.6186,2.76135,0.82928,73.8084,0.34776,9.42196,0.0,0.102,negative
1.51846238,13.0974,3.96916,1.1888,72.442,0.60237,8.43204,0.0,0.0,negative
1.52080872,13.78235,2.28092,1.42955,71.9884,0.49059,9.85236,0.0,0.0867,negative
1.51711836,12.89125,3.61894,1.57079,72.9572,0.60858,8.10924,0.0,0.0,negative
1.51613882,13.922,3.52016,1.24979,72.8788,0.3726,7.93708,0.0,0.0714,negative
1.51591102,12.858,3.52016,2.1197,72.6604,0.68931,7.96936,0.0,0.0,negative
1.51841682,13.0176,3.61894,1.0604,72.3412,0.63963,9.13144,0.0,0.0765,negative
1.52408904,13.8289,2.90054,1.16954,71.1484,0.08073,10.78848,0.0,0.0,negative
1.51652608,13.5629,3.56955,1.47128,72.4476,0.63963,7.9586,0.0,0.0,negative
1.5184396,13.25035,3.75813,1.32041,72.4028,0.57753,8.42128,0.0,0.0,negative
1.51812068,13.4299,3.97814,1.17917,72.4924,0.57753,8.15228,0.0,0.0,negative
1.51632106,13.3368,3.56955,1.57079,72.8676,0.60858,7.89404,0.0,0.0,negative
1.51645774,13.4033,3.48873,1.51943,72.6492,0.67068,8.07696,0.0,0.051,negative
1.52222108,14.4274,0.0,0.99941,72.6716,0.09936,11.52016,0.0,0.0408,negative
1.52739214,11.0226,0.0,0.74903,73.0804,0.0,14.96336,0.0,0.0,negative
1.51686778,13.2304,3.53812,1.48091,72.8396,0.5589,8.09848,0.0,0.0,negative
1.51812068,13.33015,3.84793,1.24979,72.778,0.52164,8.12,0.0,0.0,negative
1.5166172,12.85135,3.51118,1.43918,73.0076,0.6831,8.2276,0.5985,0.1275,negative
1.51572878,14.85965,3.66833,1.74092,71.8708,0.16146,7.35604,0.0,0.0612,negative
1.51625272,13.35675,3.57853,1.49054,72.722,0.44712,8.20608,0.0,0.0,negative
1.51859906,13.35675,3.43036,1.42955,72.2628,0.50922,8.6042,0.0,0.0,negative
1.5173006,12.3526,2.72094,1.62857,72.8676,0.70173,9.22828,0.0,0.0,negative
1.5170728,13.4831,3.47975,1.70882,72.5204,0.621,7.99088,0.0,0.0,negative
1.51805234,12.99765,3.79854,1.07966,73.0692,0.5589,8.37824,0.0,0.0612,negative
1.51591102,13.0176,3.57853,1.5098,73.1196,0.68931,7.9586,0.0,0.0,negative
1.51568322,13.23705,3.48873,1.47128,73.2484,0.37881,8.03392,0.0,0.0,negative
1.51841682,12.93115,3.74017,1.10855,72.2796,0.63963,8.95928,0.0,0.1122,negative
1.53393,12.2994,0.0,0.99941,70.1628,0.11799,16.19,0.0,0.1224,negative
1.5277794,12.63855,0.0,0.66878,72.022,0.0621,14.40384,0.0,0.0,negative
1.52019366,13.98185,1.35149,1.62857,71.7588,0.39123,10.56252,0.0,0.51,negative
1.51800678,13.7092,3.92875,1.53869,71.8092,0.54027,8.20608,0.0,0.0765,negative
1.51591102,12.8181,3.52016,1.90142,72.862,0.68931,7.96936,0.0,0.0,negative
1.5163894,12.5521,3.47975,1.86932,73.2316,0.62721,8.07696,0.0,0.459,negative
1.51591102,13.23705,3.34056,1.47128,73.0972,0.39123,8.21684,0.0,0.0,negative
1.51654886,12.7516,2.85115,1.43918,73.2708,0.57132,8.78712,0.11025,0.1122,negative
1.5167311,13.2969,3.64139,1.52906,72.5316,0.65205,8.03392,0.0,0.1479,negative
1.52176548,13.19715,3.6818,1.15028,72.75,0.54027,8.51812,0.0,0.0,negative
1.5167311,12.8713,3.56057,1.64141,73.142,0.65205,7.99088,0.0,0.0,negative
1.51595658,13.0176,3.56057,1.53869,73.1084,0.72036,7.9048,0.0,0.0,negative
1.51408862,14.24785,3.08912,2.08118,72.2796,1.09917,7.07628,0.0,0.0,negative
1.53124196,10.73,0.0,2.10044,69.81,0.57753,13.29556,3.15,0.1428,negative
1.51846238,13.40995,3.88834,1.33004,72.3804,0.50922,8.2814,0.0,0.0,negative
1.52067204,13.5496,2.08785,1.6703,72.1788,0.52785,9.5726,0.2709,0.0867,negative
1.5167311,12.7915,3.52016,1.53869,73.3604,0.65826,7.9048,0.0,0.0,negative
1.51659442,12.991,3.17892,1.23053,72.9684,0.57753,8.80864,0.0,0.1224,negative
1.51848516,13.6427,3.87038,1.26905,71.9604,0.54027,8.32444,0.0,0.1632,negative
1.51818902,13.7225,0.0,0.55964,74.4524,0.0,10.99292,0.0,0.0,negative
1.51663998,12.93115,3.53812,1.61894,72.9572,0.63963,8.03392,0.0,0.1071,negative
1.51709558,12.99765,3.47077,1.78907,72.722,0.65826,8.18456,0.0,0.0,negative
1.51689056,12.6718,2.87809,1.70882,73.2092,0.73278,8.53964,0.0,0.0,negative
1.5266404,11.22875,0.0,0.7715,73.2092,0.0,14.6836,0.0,0.0,negative
1.51850794,13.19715,3.62792,1.07003,72.8284,0.57132,8.41052,0.09135,0.0867,negative
1.51812068,12.95775,2.95891,1.42955,72.918,0.60237,8.78712,0.1386,0.0,negative
1.51652608,11.94695,0.0,1.1888,75.1804,2.70135,8.927,0.0,0.0,negative
1.52064926,14.3609,0.0,2.02019,73.422,0.0,8.4428,1.64115,0.0,negative
1.51130946,13.68925,3.20137,1.81154,72.8116,1.75743,5.43,1.1907,0.0,negative
1.51556932,13.8688,0.0,2.54021,73.2316,0.14283,9.4112,0.80955,0.0051,negative
1.5163894,14.36755,0.0,2.73923,72.8508,0.0,9.45424,0.53865,0.0,negative
1.52315506,13.4432,3.34056,1.23053,72.3804,0.60237,8.83016,0.0,0.0,negative
1.51545542,14.14145,0.0,2.68145,73.3884,0.08073,9.06688,0.6111,0.0255,negative
1.5165033,14.38085,0.0,1.93994,73.6124,0.0,8.47508,1.5687,0.0,negative
1.51682222,14.5604,0.0,1.97846,73.2876,0.0,8.51812,1.5687,0.0357,negative
1.51645774,14.93945,0.0,1.86932,73.1084,0.0,8.66876,1.3797,0.0,negative
1.5171867,14.75325,0.0,2.00093,73.0188,0.0,8.52888,1.59075,0.0408,negative
1.5161616,14.95275,0.0,2.27057,73.2988,0.0,8.7118,0.67095,0.0,negative
1.51711836,14.2279,0.0,2.08118,73.3604,0.0,8.61496,1.6695,0.0,negative
1.52365622,15.79065,1.83192,1.31078,70.4316,0.3105,8.61496,1.67895,0.0,negative
1.5151365,14.853,0.0,2.42144,73.7188,0.0,8.389,0.5607,0.0,negative
1.516845,14.9195,0.0,1.9913,73.58,0.0,8.39976,1.59075,0.0,negative
1.51622994,14.2013,0.0,2.79059,73.4612,0.03726,9.04536,0.40005,0.459,negative
1.51531874,14.38085,0.0,2.65898,73.0972,0.03726,9.07764,0.63945,0.0,negative
1.51609326,15.126,0.0,2.51132,73.0524,0.04968,8.83016,0.5292,0.0,negative
1.51830292,14.3875,0.0,1.82117,72.862,1.40967,6.47372,2.8791,0.0,negative
1.51602492,14.853,0.0,2.37971,73.282,0.0,8.75484,0.63945,0.459,negative
1.51727782,14.70005,0.0,2.34119,73.282,0.0,8.94852,0.6615,0.0,negative
1.51622994,14.14145,0.0,2.88047,72.61,0.08073,9.18524,1.06155,0.0,negative
1.51837126,14.321,3.25974,2.21921,71.2492,1.45935,5.78508,1.62855,0.0,negative
1.51657164,14.7998,0.0,1.9913,73.1084,0.0,8.2814,1.71045,0.0,negative
1.51732338,14.95275,0.0,1.7987,72.9908,0.0,8.61496,1.5498,0.0,negative
1.51613882,13.8821,1.77804,1.78907,73.0972,0.0,8.66876,0.75915,0.0,negative
1.51509094,15.15225,0.0,2.25131,73.5004,0.0,8.3352,0.63,0.0,negative
1.52247166,14.85965,2.2001,2.05871,70.258,0.75762,9.75552,0.0,0.0,negative
1.5196925,14.5604,0.0,0.55964,73.478,0.0,11.21888,0.0,0.0,positive
1.51115,17.38,0.0,0.34136,75.41,0.0,6.64588,0.0,0.0,positive
1.51937358,13.789,2.41113,1.1888,72.7612,0.0,9.76628,0.0,0.0,positive
1.51828014,14.46065,2.24051,1.61894,72.3804,0.0,9.26056,0.0,0.0,positive
1.51853072,14.08825,2.19112,1.66067,72.6716,0.0,9.32512,0.0,0.0,positive
1.51299518,14.4008,1.74212,1.53869,74.5476,0.0,7.59276,0.0,0.0,positive
1.51887242,14.99265,0.78126,1.74092,72.498,0.0,9.9492,0.0,0.0,positive
1.51905466,14.0018,2.38868,1.56116,72.3692,0.0,9.5726,0.0,0.0,positive
1.51916856,14.1481,0.0,2.09081,72.7388,0.0,10.88532,0.0,0.0,positive
1.5190206594724684,14.186662942847228,2.088783555945408,1.594697833785354,72.39323022358452,0.0,9.64286228417648,0.0,0.0,positive
1.5184036234001699,14.044668959602499,2.31921294606368,1.55874580069607,72.60324947768945,0.0,9.359884007570397,0.0,0.0,positive
1.5192630040535624,13.98267779907191,1.110705740249917,1.675292095630336,72.74911873378109,0.0,10.36982554239329,0.0,0.0,positive
1.5186535423714302,14.099774706713431,1.7691982727830808,1.7434976916577303,72.68454002157297,0.0,9.62555186991303,0.0,0.0,positive
1.5175392564212364,14.763995863568349,2.0077015183915856,1.4861883229562562,72.69520179775178,0.0,8.988872000083958,0.0,0.0,positive
1.5186973347406767,14.060758599588683,2.2539447665154415,1.6290254742055499,72.5754357491685,0.0,9.403819499986037,0.0,0.0,positive
1.519034604137274,14.110844949418247,2.211780335475722,1.5809429339530954,72.38337468787917,0.0,9.614045554777123,0.0,0.0,positive
1.5184151414380702,14.581911506472313,1.9078956140606715,1.6467435311268661,72.40720517511492,0.0,9.417525270332883,0.0,0.0,positive
1.5188907120707216,13.960437994253592,2.2850879845756626,1.4591306477809285,72.70986885786091,0.0,9.51354287203036,0.0,0.0,positive
1.5191126987308519,13.963073542188306,2.3927655685050397,1.4933959782388997,72.4405382117584,0.0,9.607846900136131,0.0,0.0,positive
1.5190990758023877,13.97216346811695,2.391806598405895,1.5093016399813322,72.42379361136352,0.0,9.599573700634911,0.0,0.0,positive
1.5185330955430025,14.09453750685241,2.1813184692492955,1.6612279084751282,72.67039311013978,0.0,9.329458685621905,0.0,0.0,positive
1.5187870590582875,14.04595410430783,2.287776762902776,1.6119844640794936,72.52364998429945,0.0,9.446200257558104,0.0,0.0,positive
1.5191022031132586,14.062867229760666,1.3916186849985746,1.7822417378177509,72.5234751067638,0.0,10.120543772053464,0.0,0.0,positive
1.518606614238838,14.289124303789729,1.8779790823297364,1.6784941517902763,72.63304208410229,0.0,9.463733042358573,0.0,0.0,positive
1.5196542725370499,14.467935855638796,0.2890109831392626,0.6350544945116599,73.39208050469522,0.0,11.044763567411092,0.0,0.0,positive
1.5184461203903497,14.21397788983071,2.2077948133156253,1.6465813188973266,72.57328646208725,0.0,9.303323564534182,0.0,0.0,positive
1.5189192386100152,14.967972719516187,0.7366576352786947,1.673480375037781,72.55394849016574,0.0,10.021686407136352,0.0,0.0,positive
1.5186411584418715,14.38055473171957,1.7354491142612183,1.6866070352946656,72.61549197100119,0.0,9.526824485815514,0.0,0.0,positive
1.5191094697481833,14.072200932038944,1.2392247823459437,1.816032547193626,72.54705498620365,0.0,10.204293175025049,0.0,0.0,positive
1.517126991145977,14.81688177082211,1.0666172031559793,1.6808615240573719,73.10669234184844,0.0,9.249381995498952,0.0,0.0,positive
1.5191706287527906,13.924419620613685,2.3968434845734152,1.4257588812580462,72.5117428041327,0.0,9.643027781388822,0.0,0.0,positive
1.518895560949602,14.980452805256135,0.7592144699465777,1.7075867386766164,72.52565355893346,0.0,9.98502772521085,0.0,0.0,positive
1.5190349846357118,14.005046431352254,2.381261087588763,1.5648968696803105,72.38055593800951,0.0,9.563306456552274,0.0,0.0,positive
1.5187863859895163,14.76493809165554,1.136237787592348,1.7207144707600146,72.54170940655528,0.0,9.792067704821307,0.0,0.0,positive
1.5189544691243235,13.937801615388297,2.3017303562186164,1.42343665247544,72.71664653387204,0.0,9.546913849140516,0.0,0.0,positive
1.5184553259131262,14.200297082575766,2.2059803797218502,1.6481143481313463,72.58398423618135,0.0,9.305695296318229,0.0,0.0,positive
1.5191361166676904,14.106427835672577,0.6803927921095693,1.9399442321529743,72.63352295327809,0.0,10.51140418622081,0.0,0.0,positive
1.5183265308274412,14.09977901539566,2.174557760637815,1.6561705301616942,72.7407999132371,0.0,9.261218527880901,0.0,0.0,positive
1.5162167031225104,14.437282425388696,2.0459207684122407,1.5876075378018868,73.22655217539877,0.0,8.609391396211672,0.0,0.0,positive
1.5194319336474305,14.35535456127726,0.0,1.321122960002664,73.11038033397077,0.0,11.05299361498822,0.0,0.0,positive
1.5133235320669731,14.369305299985257,1.7765597993737552,1.5206780997251412,74.45563835876702,0.0,7.704650095416877,0.0,0.0,positive
1.5183499632310082,14.356882056718286,2.2267476511313538,1.630567916952594,72.4615418503857,0.0,9.278549415731115,0.0,0.0,positive
1.5191873673280591,14.115158279650625,0.22118287436922213,2.008064911800781,72.74085484415434,0.0,10.782665857032125,0.0,0.0,positive
1.519141273900653,14.113052095395421,0.5722366969983836,1.963926044608238,72.65025792520949,0.0,10.570842314883652,0.0,0.0,positive
1.5196462901273926,14.44862809566883,0.34936037294531075,0.650802057724914,73.374139355685,0.0,11.00840570880029,0.0,0.0,positive
1.5186755690481097,14.22638539905336,2.3161577845096732,1.5894405804888376,72.37468187091511,0.0,9.41987116068299,0.0,0.0,positive
1.5187616067798326,15.026907388379056,0.7700492737784479,1.7208369495550326,72.53978587762994,0.0,9.90179885807263,0.0,0.0,positive
1.5186575424389557,14.06732432177783,2.238940439439812,1.6365830799318908,72.59840248589492,0.0,9.385023838593666,0.0,0.0,positive
1.5161108442774496,15.1674978118267,1.4727296406319688,1.2281151490480497,73.56942401698375,0.0,8.446692444031726,0.0,0.0,positive
1.5189158624413024,14.756450795848458,1.164437397928313,1.6980687420514904,72.46729660645434,0.0,9.859425947132795,0.0,0.0,positive
1.518539982396103,14.301040743577504,2.2810557177559834,1.5167225868271093,72.4708923767523,0.0,9.380738058747836,0.0,0.0,positive
1.5188464728105098,14.216572651002911,1.595609405770418,1.361428046312116,72.89076633647939,0.0,9.839813007652804,0.0,0.0,positive
1.5164948417575073,14.203200618131403,2.025985373409055,1.6158078134709055,73.36156115698132,0.0,8.687987212202474,0.0,0.0,positive
1.5190566936099397,14.550074912993962,1.3805536958904427,1.537908695187327,72.59477710538778,0.0,9.881941382532178,0.0,0.0,positive
1.515825905406807,15.294578574602825,1.3881396198424116,1.177182082703956,73.67514224005237,0.0,8.34325814225902,0.0,0.0,positive
1.5159609821946833,14.233343622492434,1.9826828331495667,1.604043795963439,73.54248669267575,0.0,8.520914631703748,0.0,0.0,positive
1.5196184551653737,14.599427753106017,0.07053978575270703,0.6662974995698715,73.38951602534668,0.0,11.104240884757319,0.0,0.0,positive
1.5138655997229107,14.410657145638984,1.8242035892232795,1.5519069747289636,74.190667568441,0.0,7.867442497856269,0.0,0.0,positive
1.5150412435664158,14.204546756250291,1.956725071266741,1.4264522630670393,73.97455849193449,0.0,8.289981886817367,0.0,0.0,positive
1.512590374275082,16.934715034196905,0.1457194514349901,0.6024038464152199,74.86685809771562,0.0,7.262010325774046,0.0,0.0,positive
1.519163915711377,14.142134596790537,0.09739876512903346,2.069213446275519,72.72372950768136,0.0,10.831793656178231,0.0,0.0,positive
1.5153631494099442,15.654976686303405,1.3239015481426877,1.0962730063584338,73.6198307393169,0.0,8.190875960695433,0.0,0.0,positive
1.5192119881555808,14.177099655868536,1.885601826435881,1.3668231645396391,72.6763349400369,0.0,9.82525992693181,0.0,0.0,positive
1.5193652668436544,13.808965940289013,2.384093995265355,1.197958472107648,72.75683408342618,0.0,9.769314245667484,0.0,0.0,positive
1.5186767663155138,14.225676100199374,2.3163868284482043,1.5893512630914677,72.37466455774705,0.0,9.420353517911707,0.0,0.0,positive
1.5189359898035426,14.021380559765861,2.3439334946518953,1.5836985945899469,72.43769232241986,0.0,9.516546825554014,0.0,0.0,positive
1.5191281451808276,14.096188779236902,0.8475686590047553,1.902875768440365,72.60765586333534,0.0,10.419531225426294,0.0,0.0,positive
1.5194899245701106,14.478072890545294,0.3820577699214169,0.7516226693273658,73.33739091165037,0.0,10.888671831407509,0.0,0.0,positive
1.5191258757797368,14.85905783729479,0.5398020172699325,1.3758309312656811,72.80088101665959,0.0,10.34161017268606,0.0,0.0,positive
1.5118635963262868,16.227838056301437,0.6737393814970922,0.8044098321860225,75.07647943735041,0.0,7.012071964705053,0.0,0.0,positive
1.5196593503102986,14.534313774356155,0.0,0.6565171431459742,73.43123080767418,0.0,11.197775655043026,0.0,0.0,positive
1.51953273091751,14.495469486221468,0.30132489113716876,0.711054685133063,73.36710311064067,0.0,10.958448336814085,0.0,0.0,positive
1.515061864732862,14.264714525930946,1.962639859935055,1.5463537609080993,73.80462106087212,0.0,8.268016804463343,0.0,0.0,positive
1.5184042164870653,14.384435509458758,2.2598708521940694,1.570130499573573,72.4236107168884,0.0,9.31794582916179,0.0,0.0,positive
1.5181138585117258,14.111787009607035,2.157307434607075,1.651484127557619,72.81287477210941,0.0,9.19466223656105,0.0,0.0,positive
1.5190686310476498,14.019745252600362,2.0956829666340817,1.6261272114817635,72.4145353749904,0.0,9.73361908402972,0.0,0.0,positive
1.5189194272822346,14.737068538178438,1.1958805312218954,1.6945524130019236,72.4647771183503,0.0,9.852059183002472,0.0,0.0,positive
1.516787913713247,15.519108983802028,0.0,0.4854213175683406,74.13491082306196,0.0,9.6639870425143,0.0,0.0,positive
1.5186264846004265,14.072448859207395,2.2272295821282477,1.6424817811420231,72.61632799334085,0.0,9.370353849894203,0.0,0.0,positive
1.5190953355612586,14.457267456881691,1.5062248531983844,1.4953374721002952,72.61507114638702,0.0,9.867837332457773,0.0,0.0,positive
1.5190292707222743,14.545333604049434,0.36746518915358634,1.926239440860983,72.62553985926813,0.0,10.445016499410624,0.0,0.0,positive
1.5193239954433195,13.875849157662351,1.827992685841194,1.4069531849151165,72.75578250868384,0.0,10.036922387609241,0.0,0.0,positive
1.5118138357688435,17.10820043480585,0.20859768229679523,0.4603062340934607,75.12793585465525,0.0,6.889313944926728,0.0,0.0,positive
1.518923931350744,14.86893374706052,0.9487849525846115,1.6841707642811907,72.52505281250669,0.0,9.930398706444821,0.0,0.0,positive
1.5192896463636605,13.818799896393873,2.3892209767565045,1.2357897313663393,72.75227745792183,0.0,9.722348430098174,0.0,0.0,positive
1.5191267702559834,14.094422743199079,0.8764032110404902,1.8964821868447863,72.6031942986082,0.0,10.403684944991765,0.0,0.0,positive
1.518708351268722,14.05894087456384,2.2580987255195812,1.6269331454927438,72.56907739118688,0.0,9.409023092688733,0.0,0.0,positive
1.5183676449352064,14.330604354414245,2.223262539109881,1.6335125155485863,72.4820898281272,0.0,9.283104970136993,0.0,0.0,positive
1.519317395433282,13.887409315717697,1.7503735159944003,1.4359907181022553,72.7550614072067,0.0,10.072946557117048,0.0,0.0,positive
1.5192610762426424,13.85810589390285,2.3935749525531085,1.2330569927839985,72.72201958698994,0.0,9.714246600663218,0.0,0.0,positive
1.5188338374311714,14.890530962105371,0.9404523338855817,1.7318586855472757,72.51760179674758,0.0,9.878732895655373,0.0,0.0,positive
