RI,Na,Mg,Al,Si,K,Ca,Ba,Fe,Class
1.51837126,13.1373,2.84217,1.27868,72.8508,0.55269,9.06688,0.0,0.0,negative
1.5215149,13.05085,3.65037,0.87101,72.218,0.19251,9.85236,0.0,0.0867,negative
1.51595658,12.7915,3.60996,1.61894,72.9684,0.63963,8.0662,0.0,0.1326,negative
1.51734616,13.0176,3.53812,1.68956,72.7276,0.54027,8.4428,0.0,0.0357,negative
1.5177562,12.85135,3.47975,1.23053,72.9684,0.60858,8.56116,0.09135,0.1122,negative
1.51777898,13.21045,3.38995,1.33004,72.7612,0.58995,8.59344,0.0,0.0,negative
1.51755118,13.4831,3.74017,1.16954,72.9908,0.58995,8.03392,0.0,0.0,negative
1.5215149,13.05085,3.65037,0.87101,72.3188,0.19251,9.85236,0.0,0.0867,negative
1.51743728,13.2969,3.60098,1.14065,73.0916,0.57753,8.1738,0.0,0.0,negative
1.515706,12.71835,3.46179,1.56116,73.198,0.67068,8.08772,0.0,0.1224,negative
1.51720948,12.8713,3.47975,1.33004,73.0412,0.5589,8.43204,0.0,0.0,negative
1.51910022,13.88875,3.52914,1.32041,71.8092,0.50922,8.77636,0.11025,0.0,negative
1.51869018,13.1905,3.37199,1.17917,72.722,0.57132,8.83016,0.0,0.0816,negative
1.52171992,13.5097,3.8614,0.88064,71.7924,0.22977,9.54032,0.0,0.0561,negative
1.51755118,12.99765,3.60098,1.35893,72.9908,0.57132,8.39976,0.0,0.0561,negative
1.51761952,12.81145,3.53812,1.23053,73.2372,0.57753,8.389,0.0,0.0,negative
1.51784732,13.7745,3.48873,1.27868,72.862,0.60237,8.48584,0.0,0.0,negative
1.5175284,12.57205,3.47077,1.3814,73.3884,0.60237,8.5504,0.0,0.0306,negative
1.5178701,12.73165,3.43036,1.1888,72.9516,0.621,8.75484,0.0,0.153,negative
1.52320062,13.7225,3.72221,0.51149,71.7476,0.08694,10.568,0.0,0.0816,negative
1.5229956,13.3102,3.57853,0.81965,71.9884,0.11799,10.17516,0.0,0.0153,negative
1.52101374,13.6427,4.49,1.09892,71.7812,0.0621,8.75484,0.0,0.0,negative
1.51750562,12.8181,3.55159,1.49054,72.75,0.54027,8.51812,0.0,0.0969,negative
1.52212996,14.20795,3.82099,0.46976,71.77,0.11178,9.5726,0.0,0.0,negative
1.52666318,13.9885,3.69976,0.71051,71.5684,0.01863,9.82008,0.0,0.051,negative
1.51925968,13.19715,3.33158,1.27868,72.358,0.60237,9.1422,0.0,0.0561,negative
1.52171992,13.4831,3.74017,0.8999,72.0108,0.18009,9.60488,0.0,0.0357,negative
1.51618438,13.52965,3.55159,1.53869,72.9908,0.39123,7.77568,0.0,0.0,negative
1.51761952,12.61195,3.592,1.31078,73.2876,0.57753,8.4966,0.0,0.0,negative
1.51768786,12.55875,3.52016,1.42955,73.1476,0.57132,8.53964,0.0,0.0,negative
1.51796122,12.7383,3.47975,1.3493,72.9572,0.63963,8.67952,0.0,0.0,negative
1.51807512,13.4299,2.86911,1.1888,72.8396,0.55269,9.0346,0.0,0.0,negative
1.5215149,13.11735,3.57853,0.8999,72.2012,0.22977,9.82008,0.0,0.0816,negative
1.5174145,13.2703,3.61894,1.24016,73.0804,0.55269,8.0662,0.0,0.0,negative
1.51748284,12.858,3.56057,1.26905,73.2092,0.54027,8.37824,0.0,0.0867,negative
1.51736894,12.7782,3.61894,1.29152,72.7892,0.58995,8.70104,0.0,0.0,negative
1.51768786,12.65185,3.56057,1.30115,73.0804,0.60858,8.69028,0.0,0.0714,negative
1.51755118,12.7117,3.42138,1.19843,73.198,0.58995,8.63648,0.0,0.0,negative
1.51768786,12.45235,2.71196,1.29152,73.702,0.5589,9.05612,0.0,0.1224,negative
1.51905466,13.6028,3.61894,1.10855,72.638,0.14283,8.75484,0.0,0.0,negative
1.51766508,13.21045,3.69078,1.29152,72.61,0.57132,8.21684,0.0,0.0,negative
1.51566044,13.29025,3.44832,1.21127,72.7388,0.5589,8.57192,0.0,0.0,negative
1.52226664,14.16805,3.81201,0.78113,71.35,0.0,9.69096,0.0,0.0,negative
1.51966972,14.7732,3.74915,0.29,72.022,0.03105,9.00232,0.0,0.0,negative
1.51777898,13.21045,2.81074,1.29152,72.9796,0.50922,9.02384,0.0,0.459,negative
1.5219705,14.3609,3.84793,0.89027,71.3612,0.14904,9.15296,0.0,0.0,negative
1.5190091,13.48975,3.47975,1.3493,71.9492,0.55269,9.00232,0.0,0.0,negative
1.51645774,13.40995,3.55159,1.24979,72.8116,0.6831,8.09848,0.0,0.0,negative
1.51629828,12.7117,3.33158,1.49054,73.282,0.67068,8.23836,0.0,0.0,negative
1.52725546,13.8023,3.15198,0.65915,70.5716,0.08073,11.63852,0.0,0.0,negative
1.51891798,13.46315,3.82997,1.25942,72.5484,0.57132,8.20608,0.0,0.0714,negative
1.51871296,12.93115,3.65935,1.56116,72.5092,0.57753,8.5504,0.0,0.0612,negative
1.52176548,13.7491,1.01025,1.35893,72.19,0.32913,11.14356,0.0,0.0,negative
1.5162755,12.99765,3.57853,1.53869,72.8284,0.60858,8.04468,0.0,0.0,negative
1.51618438,13.01095,3.5022,1.48091,72.89,0.60237,8.12,0.0,0.0,negative
1.5160477,12.8979,3.43934,1.44881,73.58,0.44091,8.27064,0.0,0.0,negative
1.5170728,13.7225,3.6818,1.81154,72.0612,0.63963,7.88328,0.0,0.0,negative
1.51666276,12.9378,3.60996,1.25942,72.75,0.5589,8.6042,0.0,0.0,negative
1.52613924,13.70255,0.0,1.35893,71.238,0.19251,13.43544,0.0,0.051,negative
1.51689056,13.33015,3.53812,1.60931,72.5428,0.6831,8.10924,0.0,0.0,negative
1.51645774,13.4432,3.60996,1.53869,72.3916,0.65826,8.03392,0.0,0.0,negative
1.5159338,13.25035,3.44832,1.42955,73.17,0.60858,7.86176,0.0,0.0,negative
1.51743728,12.19965,3.25076,1.15991,73.5508,0.621,8.89472,0.0,0.1224,negative
1.52474966,11.4482,0.0,1.87895,72.19,0.8073,13.24176,0.0,0.1734,negative
1.51828014,13.23705,3.90181,1.41029,72.33,0.55269,8.31368,0.0,0.051,negative
1.51789288,13.1905,3.90181,1.30115,72.33,0.55269,8.4428,0.0,0.1428,negative
1.51839404,12.85135,3.66833,1.24016,72.5708,0.621,8.67952,0.0,0.1785,negative
1.5159338,13.09075,3.592,1.51943,73.0972,0.67068,7.82948,0.0,0.0,negative
1.5159338,13.09075,3.52016,1.55153,72.8676,0.6831,8.04468,0.0,0.459,negative
1.51588824,13.11735,3.40791,1.58042,73.2596,0.06831,8.389,0.0,0.0969,negative
1.51818902,12.6186,2.76135,0.82928,73.8084,0.34776,9.42196,0.0,0.102,negative
1.51846238,13.0974,3.96916,1.1888,72.442,0.60237,8.43204,0.0,0.0,negative
1.52080872,13.78235,2.28092,1.42955,71.9884,0.49059,9.85236,0.0,0.0867,negative
1.51711836,12.89125,3.61894,1.57079,72.9572,0.60858,8.10924,0.0,0.0,negative
1.51613882,13.922,3.52016,1.24979,72.8788,0.3726,7.93708,0.0,0.0714,negative
1.51591102,12.858,3.52016,2.1197,72.6604,0.68931,7.96936,0.0,0.0,negative
1.51841682,13.0176,3.61894,1.0604,72.3412,0.63963,9.13144,0.0,0.0765,negative
1.52408904,13.8289,2.90054,1.16954,71.1484,0.08073,10.78848,0.0,0.0,negative
1.51652608,13.5629,3.56955,1.47128,72.4476,0.63963,7.9586,0.0,0.0,negative
1.5184396,13.25035,3.75813,1.32041,72.4028,0.57753,8.42128,0.0,0.0,negative
1.51812068,13.4299,3.97814,1.17917,72.4924,0.57753,8.15228,0.0,0.0,negative
1.51632106,13.3368,3.56955,1.57079,72.8676,0.60858,7.89404,0.0,0.0,negative
1.51645774,13.4033,3.48873,1.51943,72.6492,0.67068,8.07696,0.0,0.051,negative
1.52222108,14.4274,0.0,0.99941,72.6716,0.09936,11.52016,0.0,0.0408,negative
1.52739214,11.0226,0.0,0.74903,73.0804,0.0,14.96336,0.0,0.0,negative
1.51686778,13.2304,3.53812,1.48091,72.8396,0.5589,8.09848,0.0,0.0,negative
1.51812068,13.33015,3.84793,1.24979,72.778,0.52164,8.12,0.0,0.0,negative
1.5166172,12.85135,3.51118,1.43918,73.0076,0.6831,8.2276,0.5985,0.1275,negative
1.51572878,14.85965,3.66833,1.74092,71.8708,0.16146,7.35604,0.0,0.0612,negative
1.51625272,13.35675,3.57853,1.49054,72.722,0.44712,8.20608,0.0,0.0,negative
1.51859906,13.35675,3.43036,1.42955,72.2628,0.50922,8.6042,0.0,0.0,negative
1.5173006,12.3526,2.72094,1.62857,72.8676,0.70173,9.22828,0.0,0.0,negative
1.5170728,13.4831,3.47975,1.70882,72.5204,0.621,7.99088,0.0,0.0,negative
1.51805234,12.99765,3.79854,1.07966,73.0692,0.5589,8.37824,0.0,0.0612,negative
1.51591102,13.0176,3.57853,1.5098,73.1196,0.68931,7.9586,0.0,0.0,negative
1.51568322,13.23705,3.48873,1.47128,73.2484,0.37881,8.03392,0.0,0.0,negative
1.51841682,12.93115,3.74017,1.10855,72.2796,0.63963,8.95928,0.0,0.1122,negative
1.53393,12.2994,0.0,0.99941,70.1628,0.11799,16.19,0.0,0.1224,negative
1.5277794,12.63855,0.0,0.66878,72.022,0.0621,14.40384,0.0,0.0,negative
1.52019366,13.98185,1.35149,1.62857,71.7588,0.39123,10.56252,0.0,0.51,negative
1.51800678,13.7092,3.92875,1.53869,71.8092,0.54027,8.20608,0.0,0.0765,negative
1.51591102,12.8181,3.52016,1.90142,72.862,0.68931,7.96936,0.0,0.0,negative
1.5163894,12.5521,3.47975,1.86932,73.2316,0.62721,8.07696,0.0,0.459,negative
1.51591102,13.23705,3.34056,1.47128,73.0972,0.39123,8.21684,0.0,0.0,negative
1.51654886,12.7516,2.85115,1.43918,73.2708,0.57132,8.78712,0.11025,0.1122,negative
1.5167311,13.2969,3.64139,1.52906,72.5316,0.65205,8.03392,0.0,0.1479,negative
1.52176548,13.19715,3.6818,1.15028,72.75,0.54027,8.51812,0.0,0.0,negative
1.5167311,12.8713,3.56057,1.64141,73.142,0.65205,7.99088,0.0,0.0,negative
1.51595658,13.0176,3.56057,1.53869,73.1084,0.72036,7.9048,0.0,0.0,negative
1.51408862,14.24785,3.08912,2.08118,72.2796,1.09917,7.07628,0.0,0.0,negative
1.53124196,10.73,0.0,2.10044,69.81,0.57753,13.29556,3.15,0.1428,negative
1.51846238,13.40995,3.88834,1.33004,72.3804,0.50922,8.2814,0.0,0.0,negative
1.52067204,13.5496,2.08785,1.6703,72.1788,0.52785,9.5726,0.2709,0.0867,negative
1.5167311,12.7915,3.52016,1.53869,73.3604,0.65826,7.9048,0.0,0.0,negative
1.51659442,12.991,3.17892,1.23053,72.9684,0.57753,8.80864,0.0,0.1224,negative
1.51848516,13.6427,3.87038,1.26905,71.9604,0.54027,8.32444,0.0,0.1632,negative
1.51818902,13.7225,0.0,0.55964,74.4524,0.0,10.99292,0.0,0.0,negative
1.51663998,12.93115,3.53812,1.61894,72.9572,0.63963,8.03392,0.0,0.1071,negative
1.51709558,12.99765,3.47077,1.78907,72.722,0.65826,8.18456,0.0,0.0,negative
1.51689056,12.6718,2.87809,1.70882,73.2092,0.73278,8.53964,0.0,0.0,negative
1.5266404,11.22875,0.0,0.7715,73.2092,0.0,14.6836,0.0,0.0,negative
1.51850794,13.19715,3.62792,1.07003,72.8284,0.57132,8.41052,0.09135,0.0867,negative
1.51812068,12.95775,2.95891,1.42955,72.918,0.60237,8.78712,0.1386,0.0,negative
1.51652608,11.94695,0.0,1.1888,75.1804,2.70135,8.927,0.0,0.0,negative
1.52064926,14.3609,0.0,2.02019,73.422,0.0,8.4428,1.64115,0.0,negative
1.51130946,13.68925,3.20137,1.81154,72.8116,1.75743,5.43,1.1907,0.0,negative
1.51556932,13.8688,0.0,2.54021,73.2316,0.14283,9.4112,0.80955,0.0051,negative
1.5163894,14.36755,0.0,2.73923,72.8508,0.0,9.45424,0.53865,0.0,negative
1.52315506,13.4432,3.34056,1.23053,72.3804,0.60237,8.83016,0.0,0.0,negative
1.51545542,14.14145,0.0,2.68145,73.3884,0.08073,9.06688,0.6111,0.0255,negative
1.5165033,14.38085,0.0,1.93994,73.6124,0.0,8.47508,1.5687,0.0,negative
1.51682222,14.5604,0.0,1.97846,73.2876,0.0,8.51812,1.5687,0.0357,negative
1.51645774,14.93945,0.0,1.86932,73.1084,0.0,8.66876,1.3797,0.0,negative
1.5171867,14.75325,0.0,2.00093,73.0188,0.0,8.52888,1.59075,0.0408,negative
1.5161616,14.95275,0.0,2.27057,73.2988,0.0,8.7118,0.67095,0.0,negative
1.51711836,14.2279,0.0,2.08118,73.3604,0.0,8.61496,1.6695,0.0,negative
1.52365622,15.79065,1.83192,1.31078,70.4316,0.3105,8.61496,1.67895,0.0,negative
1.5151365,14.853,0.0,2.42144,73.7188,0.0,8.389,0.5607,0.0,negative
1.516845,14.9195,0.0,1.9913,73.58,0.0,8.39976,1.59075,0.0,negative
1.51622994,14.2013,0.0,2.79059,73.4612,0.03726,9.04536,0.40005,0.459,negative
1.51531874,14.38085,0.0,2.65898,73.0972,0.03726,9.07764,0.63945,0.0,negative
1.51609326,15.126,0.0,2.51132,73.0524,0.04968,8.83016,0.5292,0.0,negative
1.51830292,14.3875,0.0,1.82117,72.862,1.40967,6.47372,2.8791,0.0,negative
1.51602492,14.853,0.0,2.37971,73.282,0.0,8.75484,0.63945,0.459,negative
1.51727782,14.70005,0.0,2.34119,73.282,0.0,8.94852,0.6615,0.0,negative
1.51622994,14.14145,0.0,2.88047,72.61,0.08073,9.18524,1.06155,0.0,negative
1.51837126,14.321,3.25974,2.21921,71.2492,1.45935,5.78508,1.62855,0.0,negative
1.51657164,14.7998,0.0,1.9913,73.1084,0.0,8.2814,1.71045,0.0,negative
1.51732338,14.95275,0.0,1.7987,72.9908,0.0,8.61496,1.5498,0.0,negative
1.51613882,13.8821,1.77804,1.78907,73.0972,0.0,8.66876,0.75915,0.0,negative
1.51509094,15.15225,0.0,2.25131,73.5004,0.0,8.3352,0.63,0.0,negative
1.52247166,14.85965,2.2001,2.05871,70.258,0.75762,9.75552,0.0,0.0,negative
1.5177562,13.52965,3.40791,1.51943,72.0388,0.57753,8.78712,0.0,0.0,positive
1.51609326,13.33015,3.52914,1.33967,72.6716,0.5589,8.3352,0.0,0.0,positive
1.51663998,13.1373,3.44832,1.76018,72.4812,0.60237,8.37824,0.0,0.0867,positive
1.52121876,14.0284,3.75813,0.5789,71.7924,0.11178,9.64792,0.0,0.0,positive
1.51645774,13.03755,3.39893,1.25942,73.0076,0.52164,8.58268,0.0,0.0,positive
1.52210718,14.188,3.78058,0.90953,71.3612,0.22977,9.1422,0.0,0.1887,positive
1.51693612,12.858,3.57853,1.31078,72.61,0.60858,8.78712,0.0,0.0,positive
1.51777898,13.6427,3.65037,0.64952,73.002,0.0621,8.927,0.0,0.0,positive
1.51796122,13.50305,3.35852,1.62857,71.938,0.57132,8.80864,0.0,0.459,positive
1.51609326,13.42325,3.39893,1.2209,72.6884,0.58995,8.32444,0.0,0.0,positive
1.5193508,13.6427,3.53812,0.74903,72.6492,0.16146,8.89472,0.1512,0.1224,positive
1.51768786,13.64935,3.65935,1.10855,72.7724,0.11178,8.6042,0.0,0.0,positive
1.5183257,13.33015,3.34056,1.53869,72.1396,0.5589,8.99156,0.0,0.0,positive
1.51670832,13.23705,3.56955,1.3814,72.6996,0.5589,8.4428,0.0,0.051,positive
1.51654886,13.40995,3.38995,1.27868,72.638,0.52164,8.64724,0.0,0.0,positive
1.52126432,14.321,3.90181,0.82928,71.5012,0.0,9.48652,0.0,0.0,positive
1.51643496,12.15975,3.52016,1.3493,72.89,0.57132,8.52888,0.0,0.0,positive
1.519167790252626,13.643431845298108,3.5514615948104904,0.7885958679061903,72.66275839710181,0.15599262038946501,8.862747714886218,0.13456014901141528,0.10892964443781236,positive
1.5167074807190353,13.073637709102035,3.477999437514586,1.6577459379536514,72.51055804893541,0.6037854773593855,8.471438129260148,0.0,0.06693802140761365,positive
1.5166169666079745,13.33610306334652,3.4666585588372754,1.322552512047689,72.66430983977938,0.5375540362042143,8.559922083693248,0.0,0.021782497219939072,positive
1.517859840590807,13.493343945801538,3.3956532944848803,1.5229350356083329,72.05714411159501,0.574139615089136,8.824325061254806,0.0,0.0,positive
1.5166734218695523,13.20926575135964,3.5457878521151973,1.3644119165456088,72.74249498035705,0.5537108215321314,8.462281006014102,0.0,0.04389725974607351,positive
1.516436860434402,12.167239530221252,3.5205033657269356,1.349523163390051,72.88867631434687,0.5712336545388027,8.528281560603874,0.0,0.00035455865709072584,positive
1.517130601177636,13.53222290423707,3.527545323314396,1.1917865614124787,72.70664443746642,0.3123051105655589,8.625257436097062,0.0,0.0,positive
1.5170242911325866,13.509878194153817,3.502400524248281,1.2076658660342983,72.6941000388232,0.35055992624944143,8.629274630424478,0.0,0.0,positive
1.5163767861452397,13.102538745343736,3.4278506580013937,1.2772441517902762,72.93297177568184,0.5299157370181394,8.527712759064704,0.0,0.0,positive
1.5176114817474033,13.515302115530158,3.4057572180026874,1.490572412814416,72.11062332810634,0.5708307246197205,8.770353232417364,0.0,0.0,positive
1.5166192483456962,12.976931195974478,3.4595656847840917,1.2767599152032902,72.87336420784992,0.5509922630018315,8.651702045641757,0.0,0.0,positive
1.5167088235842194,13.423237766414362,3.398409069171282,1.2484421246772657,72.63863941131619,0.5010772171552111,8.661368706475729,0.008632052768427101,0.0069878522411076505,positive
1.517822463065123,13.521052802008247,3.391947007187495,1.5547043680007453,72.00622114445231,0.5755229097921511,8.794075327097087,0.0,0.14835014579752664,positive
1.5201453836396899,13.742955465137454,3.552301750620484,1.2359323075760562,71.76502661996504,0.40051955733439404,9.06404938074058,0.0,0.09080420967702682,positive
1.516914182318284,13.479072337317147,3.4672898027245176,1.0918314081784901,72.74610109896216,0.38516533237069,8.730323416059486,0.0,0.0,positive
1.5178307513410798,13.519977452576711,3.389950333938487,1.5591165348036762,72.00214613608017,0.5752718601692246,8.794945309043202,0.0,0.16690598749209595,positive
1.5169753310534926,12.8713230896433,3.5718149822251073,1.3172111455270659,72.59672629171195,0.6071781338695773,8.792888871008527,0.0,0.0,positive
1.5161531415434855,13.342136823454478,3.5340297377255876,1.3309908188070207,72.67538531266983,0.5421094345145168,8.345301677660572,0.0,0.0,positive
1.516520831607688,13.087780568017159,3.441889095313724,1.290132404444778,72.93005105288579,0.531021408342453,8.547460692459948,0.0,0.01284089708709357,positive
1.5167435555436082,13.132456312827303,3.484758876758814,1.2948183229608545,72.62392295816498,0.5653492148977161,8.717564878995773,0.0,0.0,positive
1.521517918292212,14.28098318479437,3.865334522500913,0.8534254843627957,71.45907703662564,0.06913280924659916,9.38292158036389,0.0,0.05677573706242444,positive
1.5177138146658478,13.64745581071239,3.6567921323604904,0.977799667865911,72.83779937750907,0.09762912423932742,8.696146511585047,0.0,0.0,positive
1.5164753859778755,13.030926948602493,3.4055548957448742,1.2613145136161288,72.99293374973183,0.5248469512030031,8.59022116751716,0.0,0.0,positive
1.516315434008449,13.188141036383954,3.39893,1.2443804181449056,72.88297293540639,0.5483106603458332,8.481853893606969,0.0,0.0,positive
1.5168862880295593,13.535694272847953,3.5284423287707396,1.1650259882597627,72.73017496204878,0.35214602853734467,8.463570516461493,0.0,0.0,positive
1.5179799829752556,13.494149323908877,3.35759544162755,1.623943089837651,71.948378116252,0.5706806339094752,8.818056493178648,0.0,0.4353712531762549,positive
1.5172435303481284,13.560406048615674,3.6230674438917507,1.1729507708143656,72.74431243640495,0.2363684070894737,8.529244101120351,0.0,0.0,positive
1.5185952717021807,13.42104474688994,3.3920457715012153,1.4736129021636037,72.08103694160111,0.5076298036667627,9.036964717081945,0.0,0.0,positive
1.5167109238583023,13.070390363936715,3.4795133537837466,1.6525208863342626,72.5120555715179,0.6038576793410418,8.476192065855912,0.0,0.0659299840791735,positive
1.51827288871702,13.355202323384573,3.3431623119027583,1.5517131511035591,72.11038919378642,0.560699594311373,8.965055829997073,0.0,0.0665067462898714,positive
1.518147304257934,13.41477638225199,3.349350571574585,1.5826820140937474,72.04092632352804,0.5649790032826474,8.902029301090028,0.0,0.22465881696740142,positive
1.5166994941683052,13.239721885444606,3.567101680480351,1.3790968978847513,72.69943928508604,0.5593455533998658,8.44110158774853,0.0,0.05026817315964063,positive
1.5182374756946395,13.372001356444338,3.3449073126763467,1.5604459278034537,72.09080165726328,0.5619063264721728,8.947283249735117,0.0,0.11110336962377869,positive
1.5182943239038766,13.6427,3.61356721519631,0.682145791677641,72.88632942112478,0.0946766120097519,8.916416535470262,0.04957310523223116,0.04013060899752047,positive
1.5168697936382822,13.40465578922901,3.531280655854348,1.1988730095977536,72.66626027938337,0.46415809991624546,8.468578592831276,0.0360431141622979,0.029177759083764965,positive
1.517995483621619,13.217949433603989,3.397110606343871,1.484530027348692,72.25138470069403,0.5707058331855424,8.942977380506193,0.0,0.0,positive
1.516876995273667,13.44248250307116,3.394831234378931,1.3441119140716948,72.47514723608823,0.5368299882760832,8.685257097156173,0.0,0.0,positive
1.5187727111163292,13.6427,3.5794036566477363,0.7124319004631071,72.77895388922335,0.12491706793301499,8.906592039524178,0.09559119033284891,0.07738334455516341,positive
1.51609326,13.389017672828261,3.44680745779841,1.2645710365004006,72.68222273795398,0.5785330960399306,8.328396389262812,0.0,0.0,positive
1.5166164898749226,13.163939177296799,3.507022839250024,1.336697954118614,72.81247284908565,0.5452453170229509,8.494061864058766,0.0,0.032310015248805626,positive
1.5163047610539357,13.367195180210834,3.4645244782763656,1.3113568979817194,72.65600202938491,0.5416029647286255,8.480056867581313,0.0,0.0,positive
1.5176596855442135,13.588061145651574,3.62766754021752,0.7045877307561836,73.0025056227123,0.1035917609308028,8.895911426374866,0.0,0.0,positive
1.519658448350339,13.70622382745123,3.574355097945412,0.721010013574597,72.50808717822085,0.15327782798087333,9.018770160322186,0.12629773733309277,0.10224102546012272,positive
1.5173981388758773,13.40379194150834,3.420872722425508,1.5966578006419454,72.18071310074349,0.5854981768138979,8.655959447034357,0.0,0.027811631633049498,positive
1.5173904375833165,13.589813291480366,3.6350634247608347,1.1516581581236143,72.7535989341517,0.1951761563699828,8.55402652070244,0.0,0.0,positive
1.5166176874146093,13.148959651727585,3.44630611575861,1.738190781662347,72.48964860933015,0.6018635727418898,8.376046297384354,0.0,0.08316479522720197,positive
1.5164163129899,13.216196295906148,3.481384032331526,1.5881463915400875,72.55909398361696,0.5845861162403928,8.360632032274822,0.0,0.05123041817442057,positive
1.5174523053119797,13.484996894781208,3.437725288505829,1.107901964249765,72.64161127914737,0.40550513184835324,8.727036371731272,0.0487522684894469,0.039466122110504626,positive
1.5177596008366867,13.52920876375052,3.4070907271292534,1.5212403956491862,72.03712794684407,0.577426989582358,8.787476970078528,0.0,0.007613813477885974,positive
1.5165399493188125,12.660346569140462,3.48337123469178,1.5597087957940086,72.68065635776725,0.5872204894601927,8.451738301697796,0.0,0.04439846815454766,positive
1.5173266898368696,13.577052548556818,3.6298579851114763,1.1608977035637473,72.74956922586006,0.213050791006502,8.543272636471755,0.0,0.0,positive
1.5162549192766896,13.418530798112446,3.395743651657877,1.2414019161701422,72.67051670863664,0.5657117533128695,8.438978223255829,0.0,0.0,positive
1.5177149518303306,13.486816485459636,3.3640003368636267,1.5675609301554436,72.0600565003035,0.5626574758070321,8.780497258358595,0.0,0.37896580908670896,positive
1.5164080512334797,13.385286831500578,3.4329683762335175,1.2975297073531307,72.64838449199976,0.533155659878302,8.550800211797494,0.0,0.0,positive
1.5163311254420957,13.35123987851884,3.4649147847857975,1.2829710230812363,72.69273143587857,0.5779418674973683,8.37021399558813,0.0,0.019723502661327406,positive
1.5166587167811356,13.11962868585417,3.45655838816659,1.7317464569382885,72.4893491774507,0.6027629067699448,8.404109842205324,0.0,0.08121449002347489,positive
1.5210011709229578,14.227719543585772,3.8517950078235437,0.8182439442322841,71.6590740438796,0.02220413164181207,9.405135105254402,0.02079316675487418,0.016832563563469575,positive
1.5166058888124923,12.397899579620844,3.5400680429108036,1.336162124157544,72.79450142170593,0.5840281322401326,8.616956974495219,0.0,0.0,positive
1.5179573399501565,13.6427,3.637632597240744,0.660811750098651,72.96196654170632,0.07337472907046494,8.923337074734354,0.017157196411577067,0.013889158999848102,positive
1.5165988084949853,13.158833859853244,3.444600617806778,1.7195687744652635,72.49680348229268,0.6014346947390197,8.374188516663386,0.0,0.0801709367047514,positive
1.5167768962669692,13.185425904700972,3.4433632832701253,1.7306494493264712,72.42693492993574,0.5993231095379835,8.428393485189584,0.0,0.07606532193813105,positive
1.5178090831925142,13.522788752702777,3.3951702630071487,1.5475817492488322,72.01279948392632,0.5759281824918889,8.79267090382843,0.0,0.11839520712125642,positive
1.5164991897873539,13.268705485314218,3.555809955300241,1.3672111342410063,72.69007955328895,0.5589,8.406214283353277,0.0,0.03365918634774313,positive
1.5166886659939567,13.463360588165843,3.424370841953993,1.1346526396089478,72.68123511024788,0.5116315405642189,8.42867452366925,0.027636003329576164,0.02237200269537118,positive
1.5171364737500765,13.311816961568951,3.430345664796734,1.6530945953925706,72.2844208390516,0.5913211881601306,8.560109492153211,0.0,0.048135910365673384,positive
1.5176254420549822,13.526468180579775,3.4643979359986274,0.9989562184088489,72.66996230267155,0.3884099763197652,8.592670868175135,0.07111683255257183,0.0575707692092248,positive
1.5178959671754364,13.349449812813855,3.3525050846475732,1.4758059858429735,72.2601391817848,0.5498885836410491,8.908285419197156,0.0,0.0,positive
